CountryCode,Year,total_population
CHI,1965,114992
CHL,1965,8612074
CHN,1965,715185000
COL,1965,19144220
COM,1965,205412
ZAR,1965,17369859
COG,1965,1157905
CRI,1965,1589625
CIV,1965,4219739
HRV,1965,4287000
CUB,1965,7951928
CUW,1965,135266
CYP,1965,580971
CZE,1965,9779358
DNK,1965,4759012
DJI,1965,114963
DMA,1965,65038
DOM,1965,3878952
ECU,1965,5250120
EGY,1965,30872982
SLV,1965,3197865
GNQ,1965,269427
ERI,1965,1589187
EST,1965,1294566
ETH,1965,25013551
FRO,1965,36363
FJI,1965,463884
FIN,1965,4563732
FRA,1965,50023774
PYF,1965,93440
GAB,1965,532512
GMB,1965,400865
GEO,1965,3921600
DEU,1965,75963695
GHA,1965,7710547
GRC,1965,8550333
GRL,1965,39200
GRD,1965,94579
GUM,1965,74827
GTM,1965,4728203
GIN,1965,3877804
GNB,1965,652566
GUY,1965,650379
HTI,1965,4271133
HND,1965,2352637
HKG,1965,3597900
HUN,1965,10147935
ISL,1965,192286
IND,1965,497920270
IDN,1965,100308896
IRN,1965,24955116
IRQ,1965,8375791
IRL,1965,2877300
IMY,1965,50713
ISR,1965,2563000
ITA,1965,52112350
JAM,1965,1760000
JPN,1965,98883000
JOR,1965,1128000
KAZ,1965,11588870
KEN,1965,9504702
KIR,1965,46455
PRK,1965,12547524
KOR,1965,28704674
KSV,1965,1078000
KWT,1965,482173
KGZ,1965,2573300
LAO,1965,2381063
LVA,1965,2265919
LBN,1965,2092354
LSO,1965,933251
LBR,1965,1252968
LBY,1965,1717255
LIE,1965,18647
LTU,1965,2971450
LUX,1965,331500
MAC,1965,206910
MKD,1965,1592434
MDG,1965,5769219
MWI,1965,4058680
MYS,1965,9569784
MDV,1965,102723
MLI,1965,5568485
MLT,1965,318800
MHL,1965,17283
MRT,1965,992368
MUS,1965,753000
MEX,1965,44623041
FSM,1965,52238
MDA,1965,2825000
MCO,1965,23283
MNG,1965,1107125
MNE,1965,501768
MAR,1965,14248426
MOZ,1965,8302736
MMR,1965,24023640
"NAM",1965,682553
NPL,1965,10905006
NLD,1965,12294732
NCL,1965,90500
NZL,1965,2628400
NIC,1965,2062633
NER,1965,3921581
NGA,1965,50238569
MNP,1965,11157
NOR,1965,3723168
OMN,1965,625007
PAK,1965,50848775
PLW,1965,10782
PAN,1965,1314627
PNG,1965,2161103
PRY,1965,2170853
PER,1965,11607684
PHL,1965,30913931
POL,1965,31444950
PRT,1965,8998595
PRI,1965,2594000
QAT,1965,73543
ROM,1965,19031576
RUS,1965,126745000
RWA,1965,3232937
WSM,1965,127068
SMR,1965,17440
STP,1965,64797
SAU,1965,4843635
SEN,1965,3649308
SRB,1965,NA
SYC,1965,47500
SLE,1965,2332999
SGP,1965,1886900
SXM,1965,NA
SVK,1965,4370983
SVN,1965,1649160
SLB,1965,136847
SOM,1965,3069558
ZAF,1965,19832000
SSD,1965,3263767
ESP,1965,31954292
LKA,1965,11164000
KNA,1965,49211
LCA,1965,96303
MAF,1965,4841
VCT,1965,85972
SDN,1965,8738703
SUR,1965,331799
SWZ,1965,391659
SWE,1965,7733853
CHE,1965,5856472
SYR,1965,5398333
TJK,1965,2489648
TZA,1965,11683511
THA,1965,31822798
TMP,1965,547035
TGO,1965,1708632
TON,1965,74363
TTO,1965,912419
TUN,1965,4630000
TUR,1965,31000167
TKM,1965,1890000
TCA,1965,5669
TUV,1965,6819
UGA,1965,8014376
UKR,1965,45261939
ARE,1965,150318
GBR,1965,54348050
USA,1965,194303000
URY,1965,2694535
UZB,1965,10233502
VUT,1965,74287
VEN,1965,9824694
VNM,1965,38341000
VIR,1965,44000
WBG,1965,NA
YEM,1965,5619170
ZMB,1965,3559687
ZWE,1965,4422132
ARB,1966,109200085
CSS,1966,4653340
CEB,1966,96148635
EAS,1966,1166335496
EAP,1966,1003576772
EMU,1966,280147497
ECS,1966,713300925
ECA,1966,172561422
EUU,1966,430868375
FCS,1966,138912443
HPC,1966,187962262
HIC,1966,978656256
NOC,1966,204307185
OEC,1966,774349071
LCN,1966,259965218
LAC,1966,211358350
LDC,1966,278755774
LMY,1966,2417141237
LIC,1966,179916918
LMC,1966,1081099176
MEA,1966,124380163
MNA,1966,114812171
MIC,1966,2237224319
"NAC",1966,216659000
OED,1966,852078296
OSS,1966,7439301
PSS,1966,1038622
SST,1966,13131263
SAS,1966,651325994
SSF,1966,263830697
SSA,1966,263506528
UMC,1966,1156125143
WLD,1966,3395797493
AFG,1966,10148841
ALB,1966,1914573
DZA,1966,12980269
ASM,1966,24320
ADO,1966,19646
AGO,1966,5863568
ATG,1966,60818
ARG,1966,22608747
ARM,1966,2269475
ABW,1966,57712
AUS,1966,11651000
AUT,1966,7322066
AZE,1966,4708485
BHS,1966,146364
BHR,1966,191782
BGD,1966,57675529
BRB,1966,236043
BLR,1966,8696496
BEL,1966,9527807
BLZ,1966,109344
BEN,1966,2681382
BMU,1966,51000
BTN,1966,259270
BOL,1966,4152665
BIH,1966,3574972
BWA,1966,612950
BRA,1966,86494987
BRN,1966,107450
BGR,1966,8258057
BFA,1966,5256363
BDI,1966,3153879
CPV,1966,239765
KHM,1966,6588993
CMR,1966,6130990
CAN,1966,20048000
CYM,1966,8442
CAF,1966,1682874
TCD,1966,3373563
CHI,1966,116226
CHL,1966,8802926
CHN,1966,735400000
COL,1966,19721464
COM,1966,209536
ZAR,1966,17861860
COG,1966,1190361
CRI,1966,1642189
CIV,1966,4400054
HRV,1966,4313000
CUB,1966,8110428
CUW,1966,136682
CYP,1966,585311
CZE,1966,9821040
DNK,1966,4797381
DJI,1966,122868
DMA,1966,66305
DOM,1966,4001377
ECU,1966,5405692
EGY,1966,31660914
SLV,1966,3290397
GNQ,1966,275470
ERI,1966,1629333
EST,1966,1308597
ETH,1966,25641176
FRO,1966,36804
FJI,1966,476329
FIN,1966,4580869
FRA,1966,50508717
PYF,1966,96730
GAB,1966,542562
GMB,1966,408182
GEO,1966,3966700
DEU,1966,76600311
GHA,1966,7890992
GRC,1966,8613651
GRL,1966,40500
GRD,1966,94878
GUM,1966,76611
GTM,1966,4858880
GIN,1966,3948206
GNB,1966,662597
GUY,1966,662332
HTI,1966,4357482
HND,1966,2420234
HKG,1966,3629900
HUN,1966,10178653
ISL,1966,195570
IND,1966,508402908
IDN,1966,103067352
IRN,1966,25624650
IRQ,1966,8651167
IRL,1966,2888800
IMY,1966,51776
ISR,1966,2629000
ITA,1966,52519000
JAM,1966,1783125
JPN,1966,99790000
JOR,1966,1200290
KAZ,1966,11872939
KEN,1966,9822505
KIR,1966,47461
PRK,1966,12864683
KOR,1966,29435571
KSV,1966,1106000
KWT,1966,533521
KGZ,1966,2655300
LAO,1966,2437527
LVA,1966,2283217
LBN,1966,2136640
LSO,1966,951736
LBR,1966,1283304
LBY,1966,1787080
LIE,1966,19156
LTU,1966,3008050
LUX,1966,333895
MAC,1966,216873
MKD,1966,1617797
MDG,1966,5918060
MWI,1966,4158132
MYS,1966,9844116
MDV,1966,105145
MLI,1966,5635859
MLT,1966,315200
MHL,1966,17840
MRT,1966,1021880
MUS,1966,768813
MEX,1966,46010959
FSM,1966,54201
MDA,1966,2873000
MCO,1966,23304
MNG,1966,1139960
MNE,1966,506788
MAR,1966,14617077
MOZ,1966,8482373
MMR,1966,24606863
"NAM",1966,700316
NPL,1966,11100672
NLD,1966,12456251
NCL,1966,93500
NZL,1966,2675900
NIC,1966,2125233
NER,1966,4032210
NGA,1966,51336375
MNP,1966,11489
NOR,1966,3753012
OMN,1966,642005
PAK,1966,52194629
PLW,1966,10945
PAN,1966,1353805
PNG,1966,2208422
PRY,1966,2229373
PER,1966,11941327
PHL,1966,31867565
POL,1966,31681000
PRT,1966,8930990
PRI,1966,2624995
QAT,1966,79735
ROM,1966,19215450
RUS,1966,127468000
RWA,1966,3319077
WSM,1966,130687
SMR,1966,17839
STP,1966,66057
SAU,1966,5015672
SEN,1966,3754268
SRB,1966,NA
SYC,1966,48699
SLE,1966,2365801
SGP,1966,1934400
SXM,1966,NA
SVK,1966,4411666
SVN,1966,1669905
SLB,1966,141027
SOM,1966,3144244
ZAF,1966,20268594
SSD,1966,3334254
ESP,1966,32283194
LKA,1966,11439000
KNA,1966,48355
LCA,1966,97877
MAF,1966,4936
VCT,1966,86860
SDN,1966,9013112
SUR,1966,341137
SWZ,1966,401295
SWE,1966,7807797
CHE,1966,5918002
SYR,1966,5579283
TJK,1966,2575335
TZA,1966,12038886
THA,1966,32789097
TMP,1966,557252
TGO,1966,1774029
TON,1966,76787
TTO,1966,919902
TUN,1966,4731395
TUR,1966,31718266
TKM,1966,1949425
TCA,1966,5629
TUV,1966,6935
UGA,1966,8292747
UKR,1966,45682314
ARE,1966,161077
GBR,1966,54648500
USA,1966,196560000
URY,1966,2722874
UZB,1966,10559050
VUT,1966,76410
VEN,1966,10175143
VNM,1966,39142000
VIR,1966,47300
WBG,1966,NA
YEM,1966,5720538
ZMB,1966,3674088
ZWE,1966,4568320
ARB,1967,112300575
CSS,1967,4713767
CEB,1967,97043587
EAS,1967,1195006826
EAP,1967,1029875983
EMU,1967,282114541
ECS,1967,719751897
ECA,1967,175403689
EUU,1967,434001552
FCS,1967,142545273
HPC,1967,192806249
HIC,1967,988482490
NOC,1967,206694312
OEC,1967,781788178
LCN,1967,266776414
LAC,1967,217234323
LDC,1967,286104466
LMY,1967,2476722661
LIC,1967,184342945
LMC,1967,1106416461
MEA,1967,127882128
MNA,1967,117929136
MIC,1967,2292379716
"NAC",1967,219176000
OED,1967,861666135
OSS,1967,7607586
PSS,1967,1066295
SST,1967,13387648
SAS,1967,666134328
SSF,1967,270477558
SSA,1967,270145202
UMC,1967,1185963255
WLD,1967,3465205151
AFG,1967,10368600
ALB,1967,1965598
DZA,1967,13354197
ASM,1967,25116
ADO,1967,20755
AGO,1967,5962831
ATG,1967,62002
ARG,1967,22932201
ARM,1967,2332624
ABW,1967,58049
AUS,1967,11799000
AUT,1967,7376998
AZE,1967,4832098
BHS,1967,152607
BHR,1967,196203
BGD,1967,59625294
BRB,1967,236620
BLR,1967,8785648
BEL,1967,9580991
BLZ,1967,112699
BEN,1967,2733450
BMU,1967,52000
BTN,1967,266293
BOL,1967,4237126
BIH,1967,3619997
BWA,1967,631276
BRA,1967,88853679
BRN,1967,112680
BGR,1967,8310226
BFA,1967,5343020
BDI,1967,3235125
CPV,1967,248733
KHM,1967,6695460
CMR,1967,6280743
CAN,1967,20412000
CYM,1967,8518
CAF,1967,1718558
TCD,1967,3436227
CHI,1967,117475
CHL,1967,8995410
CHN,1967,754550000
COL,1967,20311369
COM,1967,214038
ZAR,1967,18378189
COG,1967,1224041
CRI,1967,1694711
CIV,1967,4591238
HRV,1967,4339000
CUB,1967,8263547
CUW,1967,138140
CYP,1967,591304
CZE,1967,9852899
DNK,1967,4835354
DJI,1967,131403
DMA,1967,67682
DOM,1967,4125107
ECU,1967,5566057
EGY,1967,32456565
SLV,1967,3383674
GNQ,1967,282445
ERI,1967,1670821
EST,1967,1318946
ETH,1967,26280771
FRO,1967,37258
FJI,1967,487911
FIN,1967,4605744
FRA,1967,50915456
PYF,1967,100031
GAB,1967,553829
GMB,1967,416342
GEO,1967,4005800
DEU,1967,76951336
GHA,1967,8057442
GRC,1967,8684088
GRL,1967,41900
GRD,1967,94962
GUM,1967,78409
GTM,1967,4993104
GIN,1967,4021880
GNB,1967,673893
GUY,1967,671986
HTI,1967,4445531
HND,1967,2486288
HKG,1967,3722800
HUN,1967,10216604
ISL,1967,198751
IND,1967,519162069
IDN,1967,105907403
IRN,1967,26318116
IRQ,1967,8947399
IRL,1967,2902450
IMY,1967,52995
ISR,1967,2745000
ITA,1967,52900500
JAM,1967,1803891
JPN,1967,100725000
JOR,1967,1278416
KAZ,1967,12120504
KEN,1967,10154489
KIR,1967,48440
PRK,1967,13221826
KOR,1967,30130983
KSV,1967,1135000
KWT,1967,585831
KGZ,1967,2736500
LAO,1967,2495093
LVA,1967,2301220
LBN,1967,2174850
LSO,1967,970972
LBR,1967,1315119
LBY,1967,1861661
LIE,1967,19691
LTU,1967,3044400
LUX,1967,334995
MAC,1967,227258
MKD,1967,1644944
MDG,1967,6072270
MWI,1967,4262013
MYS,1967,10111920
MDV,1967,107488
MLI,1967,5706198
MLT,1967,311550
MHL,1967,18388
MRT,1967,1052285
MUS,1967,783917
MEX,1967,47429553
FSM,1967,56324
MDA,1967,2918000
MCO,1967,23297
MNG,1967,1173186
MNE,1967,511742
MAR,1967,14978905
MOZ,1967,8668529
MMR,1967,25218375
"NAM",1967,718622
NPL,1967,11307139
NLD,1967,12598201
NCL,1967,96500
NZL,1967,2724100
NIC,1967,2189880
NER,1967,4144238
NGA,1967,52468593
MNP,1967,11882
NOR,1967,3784539
OMN,1967,660117
PAK,1967,53594445
PLW,1967,11081
PAN,1967,1393800
PNG,1967,2258877
PRY,1967,2289579
PER,1967,12282081
PHL,1967,32826602
POL,1967,31987155
PRT,1967,8874520
PRI,1967,2645674
QAT,1967,86161
ROM,1967,19534242
RUS,1967,128196000
RWA,1967,3418313
WSM,1967,134194
SMR,1967,18228
STP,1967,67874
SAU,1967,5196349
SEN,1967,3862783
SRB,1967,NA
SYC,1967,49911
SLE,1967,2399667
SGP,1967,1977600
SXM,1967,NA
SVK,1967,4449367
SVN,1967,1689528
SLB,1967,145354
SOM,1967,3227245
ZAF,1967,20707258
SSD,1967,3407754
ESP,1967,32682947
LKA,1967,11703000
KNA,1967,47383
LCA,1967,99526
MAF,1967,5033
VCT,1967,87736
SDN,1967,9299545
SUR,1967,350755
SWZ,1967,411478
SWE,1967,7867931
CHE,1967,5991785
SYR,1967,5767478
TJK,1967,2659452
TZA,1967,12406040
THA,1967,33778500
TMP,1967,567330
TGO,1967,1855445
TON,1967,79048
TTO,1967,925918
TUN,1967,4832923
TUR,1967,32448404
TKM,1967,2008148
TCA,1967,5589
TUV,1967,7037
UGA,1967,8580632
UKR,1967,46060456
ARE,1967,171781
GBR,1967,54943600
USA,1967,198712000
URY,1967,2750093
UZB,1967,10894306
VUT,1967,78518
VEN,1967,10528054
VNM,1967,39980000
VIR,1967,50800
WBG,1967,NA
YEM,1967,5827223
ZMB,1967,3792864
ZWE,1967,4718612
ARB,1968,115477026
CSS,1968,4770152
CEB,1968,97882394
EAS,1968,1224103681
EAP,1968,1057180652
EMU,1968,283966951
ECS,1968,725949272
ECA,1968,178158722
EUU,1968,436916057
FCS,1968,146322580
HPC,1968,197828276
HIC,1968,997332436
NOC,1968,209075991
OEC,1968,788256445
LCN,1968,273654630
LAC,1968,223177427
LDC,1968,293663042
LMY,1968,2538058639
LIC,1968,188945737
LMC,1968,1132412768
MEA,1968,131409183
MNA,1968,121110364
MIC,1968,2349112902
"NAC",1968,221503000
OED,1968,870346341
OSS,1968,7782451
PSS,1968,1093173
SST,1968,13645776
SAS,1968,681405837
SSF,1968,277365472
SSA,1968,277025637
UMC,1968,1216700134
WLD,1968,3535391075
AFG,1968,10599790
ALB,1968,2022272
DZA,1968,13744383
ASM,1968,25886
ADO,1968,21888
AGO,1968,6066094
ATG,1968,63176
ARG,1968,23261273
ARM,1968,2394635
ABW,1968,58385
AUS,1968,12009000
AUT,1968,7415403
AZE,1968,4950977
BHS,1968,158629
BHR,1968,200953
BGD,1968,61585520
BRB,1968,237199
BLR,1968,8874552
BEL,1968,9618756
BLZ,1968,116061
BEN,1968,2788551
BMU,1968,53000
BTN,1968,273868
BOL,1968,4324066
BIH,1968,3661642
BWA,1968,650730
BRA,1968,91213009
BRN,1968,118176
BGR,1968,8369603
BFA,1968,5434040
BDI,1968,3317315
CPV,1968,257478
KHM,1968,6795514
CMR,1968,6437157
CAN,1968,20744000
CYM,1968,8632
CAF,1968,1755260
TCD,1968,3500778
CHI,1968,118726
CHL,1968,9187592
CHN,1968,774510000
COL,1968,20905061
COM,1968,218794
ZAR,1968,18913177
COG,1968,1259190
CRI,1968,1746870
CIV,1968,4794399
HRV,1968,4364000
CUB,1968,8413329
CUW,1968,140298
CYP,1968,598491
CZE,1968,9876346
DNK,1968,4864883
DJI,1968,140461
DMA,1968,69042
DOM,1968,4250026
ECU,1968,5730908
EGY,1968,33252275
SLV,1968,3477702
GNQ,1968,288701
ERI,1968,1713846
EST,1968,1331214
ETH,1968,26945459
FRO,1968,37718
FJI,1968,498887
FIN,1968,4626469
FRA,1968,51276054
PYF,1968,103385
GAB,1968,565878
GMB,1968,425509
GEO,1968,4042300
DEU,1968,77294314
GHA,1968,8221021
GRC,1968,8740765
GRL,1968,43400
GRD,1968,94875
GUM,1968,80219
GTM,1968,5131461
GIN,1968,4094528
GNB,1968,686155
GUY,1968,680068
HTI,1968,4534233
HND,1968,2552200
HKG,1968,3802700
HUN,1968,10255815
ISL,1968,201488
IND,1968,530274729
IDN,1968,108821565
IRN,1968,27032944
IRQ,1968,9260685
IRL,1968,2915550
IMY,1968,54289
ISR,1968,2803000
ITA,1968,53235750
JAM,1968,1823706
JPN,1968,101061000
JOR,1968,1358918
KAZ,1968,12341412
KEN,1968,10502250
KIR,1968,49389
PRK,1968,13608611
KOR,1968,30838302
KSV,1968,1163000
KWT,1968,639170
KGZ,1968,2818300
LAO,1968,2554843
LVA,1968,2323619
LBN,1968,2210965
LSO,1968,990869
LBR,1968,1348448
LBY,1968,1941056
LIE,1968,20235
LTU,1968,3078850
LUX,1968,335850
MAC,1968,237129
MKD,1968,1672401
MDG,1968,6232704
MWI,1968,4370664
MYS,1968,10375877
MDV,1968,109901
MLI,1968,5780834
MLT,1968,307900
MHL,1968,18965
MRT,1968,1083586
MUS,1968,798413
MEX,1968,48893607
FSM,1968,58404
MDA,1968,2960000
MCO,1968,23296
MNG,1968,1207108
MNE,1968,516628
MAR,1968,15335173
MOZ,1968,8860823
MMR,1968,25853248
"NAM",1968,737802
NPL,1968,11524132
NLD,1968,12729721
NCL,1968,99500
NZL,1968,2748100
NIC,1968,2256779
NER,1968,4258415
NGA,1968,53640547
MNP,1968,12318
NOR,1968,3816486
OMN,1968,679593
PAK,1968,55045897
PLW,1968,11206
PAN,1968,1434660
PNG,1968,2313017
PRY,1968,2350900
PER,1968,12629333
PHL,1968,33797041
POL,1968,32294655
PRT,1968,8836650
PRI,1968,2662064
QAT,1968,93043
ROM,1968,19799831
RUS,1968,128928000
RWA,1968,3527260
WSM,1968,137503
SMR,1968,18587
STP,1968,70040
SAU,1968,5389848
SEN,1968,3975614
SRB,1968,NA
SYC,1968,51134
SLE,1968,2435197
SGP,1968,2012000
SXM,1968,NA
SVK,1968,4483915
SVN,1968,1704546
SLB,1968,149926
SOM,1968,3311111
ZAF,1968,21153722
SSD,1968,3484335
ESP,1968,33113134
LKA,1968,11992000
KNA,1968,46399
LCA,1968,101181
MAF,1968,5161
VCT,1968,88615
SDN,1968,9598196
SUR,1968,359735
SWZ,1968,422266
SWE,1968,7912273
CHE,1968,6067714
SYR,1968,5963248
TJK,1968,2743461
TZA,1968,12787494
THA,1968,34790945
TMP,1968,577824
TGO,1968,1945781
TON,1968,81096
TTO,1968,931466
TUN,1968,4933131
TUR,1968,33196289
TKM,1968,2066889
TCA,1968,5563
TUV,1968,7128
UGA,1968,8872866
UKR,1968,46409007
ARE,1968,185312
GBR,1968,55211700
USA,1968,200706000
URY,1968,2774771
UZB,1968,11240523
VUT,1968,80669
VEN,1968,10881995
VNM,1968,40856000
VIR,1968,54600
WBG,1968,NA
YEM,1968,5937125
ZMB,1968,3916928
ZWE,1968,4874113
ARB,1969,118706804
CSS,1969,4825706
CEB,1969,98602140
EAS,1969,1256733708
EAP,1969,1086235891
EMU,1969,285855062
ECS,1969,732044571
ECA,1969,180865403
EUU,1969,439730660
FCS,1969,150217067
HPC,1969,203029611
HIC,1969,1007897797
NOC,1969,211459827
OEC,1969,796437970
LCN,1969,280641049
LAC,1969,229213906
LDC,1969,301284584
LMY,1969,2601862909
LIC,1969,193701378
LMC,1969,1159046256
MEA,1969,135019358
MNA,1969,124329068
MIC,1969,2408161531
"NAC",1969,223759000
OED,1969,880830298
OSS,1969,7960631
PSS,1969,1119515
SST,1969,13905852
SAS,1969,697060567
SSF,1969,284502453
SSA,1969,284158074
UMC,1969,1249115275
WLD,1969,3609760706
AFG,1969,10849510
ALB,1969,2081695
DZA,1969,14144437
ASM,1969,26615
ADO,1969,23061
AGO,1969,6177703
ATG,1969,64307
ARG,1969,23605992
ARM,1969,2456370
ABW,1969,58724
AUS,1969,12263000
AUT,1969,7441055
AZE,1969,5066080
BHS,1969,164250
BHR,1969,206469
BGD,1969,63422570
BRB,1969,237911
BLR,1969,8960304
BEL,1969,9646032
BLZ,1969,119260
BEN,1969,2846652
BMU,1969,54000
BTN,1969,282210
BOL,1969,4413584
BIH,1969,3702834
BWA,1969,671305
BRA,1969,93585746
BRN,1969,123875
BGR,1969,8434172
BFA,1969,5528172
BDI,1969,3392949
CPV,1969,264885
KHM,1969,6902025
CMR,1969,6600479
CAN,1969,21028000
CYM,1969,8831
CAF,1969,1792150
TCD,1969,3569778
CHI,1969,119971
CHL,1969,9377005
CHN,1969,796025000
COL,1969,21490948
COM,1969,223629
ZAR,1969,19458874
COG,1969,1296137
CRI,1969,1798315
CIV,1969,5010962
HRV,1969,4387000
CUB,1969,8563191
CUW,1969,142581
CYP,1969,606117
CZE,1969,9896580
DNK,1969,4891860
DJI,1969,149891
DMA,1969,70212
DOM,1969,4376056
ECU,1969,5899842
EGY,1969,34038147
SLV,1969,3572667
GNQ,1969,292014
ERI,1969,1758668
EST,1969,1345249
ETH,1969,27653622
FRO,1969,38164
FJI,1969,509659
FIN,1969,4623785
FRA,1969,51638260
PYF,1969,106858
GAB,1969,578114
GMB,1969,435800
GEO,1969,4080300
DEU,1969,77909682
GHA,1969,8397346
GRC,1969,8772764
GRL,1969,44900
GRD,1969,94682
GUM,1969,82042
GTM,1969,5274726
GIN,1969,4160375
GNB,1969,698917
GUY,1969,687658
HTI,1969,4622209
HND,1969,2620014
HKG,1969,3863900
HUN,1969,10298723
ISL,1969,203369
IND,1969,541844848
IDN,1969,111800090
IRN,1969,27765239
IRQ,1969,9585576
IRL,1969,2932650
IMY,1969,55554
ISR,1969,2877000
ITA,1969,53537950
JAM,1969,1844936
JPN,1969,103172000
JOR,1969,1436517
KAZ,1969,12550121
KEN,1969,10867717
KIR,1969,50303
PRK,1969,14009168
KOR,1969,31544266
KSV,1969,1191000
KWT,1969,693876
KGZ,1969,2894800
LAO,1969,2618246
LVA,1969,2343173
LBN,1969,2250609
LSO,1969,1011308
LBR,1969,1383305
LBY,1969,2025282
LIE,1969,20765
LTU,1969,3107321
LUX,1969,337500
MAC,1969,245310
MKD,1969,1698140
MDG,1969,6400454
MWI,1969,4484456
MYS,1969,10640347
MDV,1969,112591
MLI,1969,5861411
MLT,1969,304300
MHL,1969,19622
MRT,1969,1115790
MUS,1969,812405
MEX,1969,50423127
FSM,1969,60167
MDA,1969,3002000
MCO,1969,23348
MNG,1969,1242213
MNE,1969,521424
MAR,1969,15687996
MOZ,1969,9058691
MMR,1969,26504247
"NAM",1969,758305
NPL,1969,11750914
NLD,1969,12877984
NCL,1969,104000
NZL,1969,2772800
NIC,1969,2326136
NER,1969,4375837
NGA,1969,54859201
MNP,1969,12766
NOR,1969,3847707
OMN,1969,700729
PAK,1969,56545924
PLW,1969,11335
PAN,1969,1476478
PNG,1969,2371515
PRY,1969,2412565
PER,1969,12982444
PHL,1969,34787588
POL,1969,32548300
PRT,1969,8757705
PRI,1969,2684150
QAT,1969,100697
ROM,1969,20009141
RUS,1969,129664000
RWA,1969,3640591
WSM,1969,140520
SMR,1969,18895
STP,1969,72240
SAU,1969,5601649
SEN,1969,4093763
SRB,1969,NA
SYC,1969,52365
SLE,1969,2473165
SGP,1969,2042500
SXM,1969,NA
SVK,1969,4518607
SVN,1969,1713874
SLB,1969,154876
SOM,1969,3385414
ZAF,1969,21612522
SSD,1969,3564079
ESP,1969,33441054
LKA,1969,12252000
KNA,1969,45534
LCA,1969,102747
MAF,1969,5303
VCT,1969,89518
SDN,1969,9909152
SUR,1969,366845
SWZ,1969,433709
SWE,1969,7968072
CHE,1969,6136387
SYR,1969,6166933
TJK,1969,2829641
TZA,1969,13186560
THA,1969,35826803
TMP,1969,589519
TGO,1969,2034909
TON,1969,82879
TTO,1969,937846
TUN,1969,5031211
TUR,1969,33969201
TKM,1969,2126749
TCA,1969,5573
TUV,1969,7213
UGA,1969,9162773
UKR,1969,46746668
ARE,1969,205570
GBR,1969,55441750
USA,1969,202677000
URY,1969,2795044
UZB,1969,11599763
VUT,1969,82941
VEN,1969,11235492
VNM,1969,41773000
VIR,1969,58600
WBG,1969,NA
YEM,1969,6047230
ZMB,1969,4047479
ZWE,1969,5036321
ARB,1970,121981406
CSS,1970,4882583
CEB,1970,99133296
EAS,1970,1289398198
EAP,1970,1116250866
EMU,1970,287416203
ECS,1970,737500170
ECA,1970,183464390
EUU,1970,442062264
FCS,1970,154210353
HPC,1970,208410359
HIC,1970,1017505527
NOC,1970,213932884
OEC,1970,803572643
LCN,1970,287763515
LAC,1970,235361548
LDC,1970,308870065
LMY,1970,2667317174
LIC,1970,198588590
LMC,1970,1186201817
MEA,1970,138716538
MNA,1970,127571595
MIC,1970,2468728584
"NAC",1970,226431000
OED,1970,890374533
OSS,1970,8139804
PSS,1970,1145542
SST,1970,14167929
SAS,1970,713115397
SSF,1970,291897883
SSA,1970,291553378
UMC,1970,1282526767
WLD,1970,3684822701
AFG,1970,11121097
ALB,1970,2135479
DZA,1970,14550033
ASM,1970,27292
ADO,1970,24279
AGO,1970,6300969
ATG,1970,65369
ARG,1970,23973062
ARM,1970,2518408
ABW,1970,59065
AUS,1970,12507000
AUT,1970,7467086
AZE,1970,5178160
BHS,1970,169356
BHR,1970,213102
BGD,1970,65048701
BRB,1970,238847
BLR,1970,9040000
BEL,1970,9655549
BLZ,1970,122179
BEN,1970,2907769
BMU,1970,55000
BTN,1970,291457
BOL,1970,4505774
BIH,1970,3745637
BWA,1970,693021
BRA,1970,95982453
BRN,1970,129729
BGR,1970,8489574
BFA,1970,5624597
BDI,1970,3457113
CPV,1970,270197
KHM,1970,7022185
CMR,1970,6770967
CAN,1970,21324000
CYM,1970,9144
CAF,1970,1828710
TCD,1970,3644911
CHI,1970,121196
CHL,1970,9561868
CHN,1970,818315000
COL,1970,22061214
COM,1970,228443
ZAR,1970,20009902
COG,1970,1335090
CRI,1970,1848873
CIV,1970,5241914
HRV,1970,4411000
CUB,1970,8715123
CUW,1970,144739
CYP,1970,613619
CZE,1970,9858071
DNK,1970,4928757
DJI,1970,159667
DMA,1970,71076
DOM,1970,4503114
ECU,1970,6072520
EGY,1970,34808599
SLV,1970,3668592
GNQ,1970,290905
ERI,1970,1805480
EST,1970,1360076
ETH,1970,28414999
FRO,1970,38587
FJI,1970,520529
FIN,1970,4606307
FRA,1970,52035095
PYF,1970,110496
GAB,1970,590119
GMB,1970,447283
GEO,1970,3967800
DEU,1970,78169289
GHA,1970,8596977
GRC,1970,8792806
GRL,1970,46400
GRD,1970,94430
GUM,1970,83880
GTM,1970,5423384
GIN,1970,4215442
GNB,1970,711828
GUY,1970,695561
HTI,1970,4708639
HND,1970,2691309
HKG,1970,3959000
HUN,1970,10337910
ISL,1970,204438
IND,1970,553943226
IDN,1970,114834781
IRN,1970,28514011
IRQ,1970,9917982
IRL,1970,2957250
IMY,1970,56712
ISR,1970,2974000
ITA,1970,53821850
JAM,1970,1869000
JPN,1970,104345000
JOR,1970,1508000
KAZ,1970,12757245
KEN,1970,11252466
KIR,1970,51181
PRK,1970,14410400
KOR,1970,32240827
KSV,1970,1219000
KWT,1970,750184
KGZ,1970,2959900
LAO,1970,2686025
LVA,1970,2359164
LBN,1970,2297403
